-0.200659282,9.98E-02,3.59E-02,0.114325399,-1.60E-02,-9.31E-02,1.11E-02,0.414699849,0.120152448,-8.97E-02,-0.383970435,3.19E-02,0.462177196,-6.27E-02,-0.142785108,-3.60E-02,3.68E-02,-3.99E-02,6.20E-02,3.56E-02,-0.106877173,-0.030816332,0.225083038,0.226688335,0.122711051,0.12392668,0.155007488,4.56E-02,-0.314392744,0.11495872
-0.297849522,0.120525841,0.459814826,6.10E-02,0.248703829,0.274665201,0.464699492,0.143570587,-0.118277799,-0.164434185,0.302391032,0.149859807,9.62E-02,6.29E-02,0.317977165,0.111675567,0.171766925,7.80E-02,0.240060762,3.11E-02,0.082352284,-0.186804183,5.21E-02,-8.11E-02,6.45E-03,-6.22E-03,-0.10498924,0.260052235,7.80E-02,0.349172185
0.228954613,-0.136010577,-0.10843956,2.82E-02,9.93E-02,0.312706265,-0.162002254,0.281420208,0.321311825,-1.02E-02,0.1026219,0.197690744,-8.02E-02,2.18E-02,4.59E-02,0.2275277,-0.18671598,-0.16156309,9.08E-02,0.168164103,-0.130591448,-0.253119548,7.72E-02,0.218683215,-0.105743027,0.500393931,-8.49E-02,8.28E-02,-0.201270734,-0.316454825
-9.91E-03,0.426837681,-0.156295632,9.33E-02,0.498417399,-1.77E-02,0.320374493,-3.04E-02,-0.137139682,0.129131926,7.50E-02,0.162907037,-1.87E-02,9.94E-02,-0.239334268,-0.374251204,0.178273022,0.42879399,0.233652025,0.152303247,0.331006925,7.26E-02,0.122221435,-0.192749365,0.518299559,5.16E-02,8.06E-03,0.440053071,0.165904913,0.246451767
-0.314503946,0.410343939,-0.127968633,0.197623124,0.20710589,3.68E-02,0.225313747,0.102427106,6.04E-03,1.15E-02,7.00E-02,-8.84E-02,-0.116729051,0.288922273,0.419104885,-3.13E-02,-3.61E-02,-1.39E-03,-0.10619683,0.261158286,0.327278039,0.31553647,0.232294709,0.168169453,-0.27004067,-0.154137846,0.296469052,0.196523597,0.316822067,0.386645778
0.439526918,-0.167349533,0.265111543,0.115794485,0.233227603,0.199974642,8.94E-02,-0.116136762,-2.04E-02,6.16E-02,0.233558496,0.286112736,0.148589076,9.24E-02,-0.231353139,-0.293040069,0.114117911,-0.04216595,0.311329636,0.241381694,-8.60E-02,0.292853896,8.57E-02,0.368932395,-0.354488597,0.319151308,7.08E-03,0.164774006,-0.179865555,0.319932332
0.215817283,2.65E-02,0.244020098,5.43E-02,-1.86E-02,0.322408575,0.322683402,-4.74E-02,0.389454751,-0.201699435,0.143292566,0.104253781,-0.233239674,-9.41E-02,0.303772554,-0.117491313,8.95E-02,-0.202402986,-2.02E-02,3.41E-03,0.200945894,1.73E-03,0.010402266,4.10E-02,0.346194998,-0.25157122,0.160524375,0.202269424,-0.136552347,5.97E-02
0.217086544,-0.214795743,-9.51E-03,0.241086208,0.14816418,-4.69E-02,-3.48E-02,0.121745892,0.171401656,8.02E-02,-6.78E-02,-0.121909406,0.213976718,0.123342787,-0.351009693,0.382465284,-8.12E-02,4.42E-02,-0.138671328,-0.233148334,-0.206867882,9.97E-02,0.297753712,-1.12E-02,-0.145439491,7.82E-02,7.69E-02,9.90E-02,0.436801937,0.215884319
0.232789891,-7.55E-02,0.399938724,0.212022397,-0.245138592,-2.75E-02,-7.00E-03,-1.41E-02,-5.78E-02,4.04E-02,0.265428377,6.66E-02,-4.57E-02,0.231066401,0.171649413,-0.402009956,-2.81E-02,0.137005192,7.39E-02,0.105211555,1.59E-02,0.2903298,0.23299515,-0.053268337,-6.20E-02,0.237110593,0.178380043,0.104192099,0.29072408,6.86E-02
-5.01E-02,6.55E-02,-0.018732077,-2.41E-02,0.310394551,0.310527398,0.292536563,0.141944199,-0.130844339,-0.037249675,9.10E-02,0.269296268,0.372046777,0.277042766,3.37E-02,0.170735883,-8.62E-02,0.211615706,5.91E-02,9.63E-02,0.137335274,-9.79E-02,0.124988399,0.289630348,0.343008236,0.075622086,-0.217400594,5.47E-02,0.227082852,2.28E-02
0.326444586,-5.53E-03,0.221229803,0.25625935,2.71E-02,0.218875138,0.140411284,7.88E-02,0.102917951,-0.239985751,-6.62E-02,-0.18743008,3.16E-02,0.327731737,0.321533723,-3.91E-02,-0.352084777,-0.125082318,7.93E-02,2.89E-04,0.232456009,0.262795976,-0.100569166,3.21E-02,4.64E-02,8.80E-02,0.45871014,-7.84E-02,0.217826671,8.27E-02
-0.12259234,-4.55E-02,-0.52919064,4.80E-02,1.80E-02,-0.215475557,0.150278238,0.325605982,0.4280149,0.319053038,9.69E-02,-5.44E-02,1.11E-02,-0.138815376,0.197555908,0.240515249,0.442039402,-0.053779656,-6.91E-02,8.80E-02,-0.206663486,-2.76E-02,0.133820837,0.179515455,-0.191205254,0.242627895,-0.468747659,-0.184952136,-0.127270014,0.299522327
9.28E-02,-0.180040873,0.388746335,-0.286069195,-1.75E-02,0.149099506,0.165050311,0.126768048,0.259466761,9.60E-02,-3.76E-02,-0.155698956,-1.94E-02,-7.60E-02,8.89E-02,0.158488512,0.113597075,-0.184687386,3.37E-02,0.106326451,-1.67E-02,6.58E-02,8.58E-02,0.478952098,0.144223263,-0.243269347,-2.40E-02,8.99E-02,0.166586243,2.93E-02
